;;;;;;;;;;;;;;;;;;;;;;;Total a Empenhar;;;;;;;;;;;;;;;;;;;;;;;;
;Salário Família;;;;;;;;;;;1.313,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Total de Proventos;;;;;;;;;8.301.696,65 (+);;;;;;;;;;;
;Outras Deduções;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Total Patronal;;;;;;;;;5.479.018,18 (+);;;;;;;;;;;
;Horas Extras (3.1.90.16);;;;;;;;;;;157.080,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;FGTS a Recolher;;;;;;;;;0,00 (+);;;;;;;;;;;
;Bolsa de Estudo (3.3.90.18);;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Total de Vantagens;;;;;;;;;0,00 (+);;;;;;;;;;;
;Despesa/Receita.Extra (PASEP,...);;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Dedução de Maternidade;;;;;;;;;0,00 (-);;;;;;;;;;;
;Sal. Maternidade;;;;;;;;;;;17.431,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Dedução de Salário Família;;;;;;;;;0,00 (-);;;;;;;;;;;
;Beneficios Assistenciais;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;13.780.714,83 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Total Bruto;;;;;;;;;;;8.301.696,65;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;Total de Descontos;;;;;;;;;;;;;;;;;;;;;;;;;
;Total de Descontos;;;;;;;;;;;2.875.225,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Total de Descontos;;;;;;;;;2.875.225,42 (+);;;;;;;;;;;
;Total Líquido;;;;;;;;;;;5.426.471,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Dedução de Maternidade;;;;;;;;;0,00 (+);;;;;;;;;;;
;FGTS a Recolher;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Dedução de Salário Família;;;;;;;;;0,00 (+);;;;;;;;;;;
;;Valor Ref. a 13º Salário;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;2.875.225,42;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Valores Sem 13º Salário;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;
;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Patronal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;Bruto;;;;;;;;;Deduções;;;;;;;;;;;;;;;;;Líquido;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;PatronalBruto;;;;;;;;;SalárioFamília;;;;;;;;;;;SalárioMaternidade;;OutrasDeduções;;;;;PatronalLíquido;;;;;;;;
Vínculo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;;;;;;EFETIVO;;;;;;;;;;;5.479.018,18;;;;;;;;;0,00;;;;;;;;;;;0,00;;0,00;;;;;5.479.018,18;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;5.479.018,18;;;;;;;;;0,00;;;;;;;;;;;0,00;;0,00;;;;;5.479.018,18;;;;;;;

Funcionários;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Situação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quantidade;;;;
01 - Normal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144;;;;
94 - Afastamento por Doença não relacionada ao trabalho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;
98 - Afastamento com vencimento/remuneração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1148;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quantidade de trabalhadores processados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1148;;;;

Proventos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evento;;;;;;;Descrição;;;;;;;;;;;;Qtde.;;;;;;Refer.;;;;;;;;;;Valor;;;Classificação contábil;;;;;;;;;;;;;
001;;;;;;;SALARIO BASE;;;;;;;;;;;;1124;;;;;;33.613,00;;;;;;;5.799.034,61;;;Salário Base;;;;;;;;;;;;;
020;;;;;;;INSALUBRIDADE 30%(BASE);;;;;;;;;;;;1;;;;;;;;;;;;;;30,00;;1.598,54;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021;;;;;;;INSALUBRIDADE 40%(BASE);;;;;;;;;;;;5;;;;;;;;;;;;;200,00;;;5.806,95;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028;;;;;;;RISCO DE VIDA 20%;;;;;;;;;;;;77;;;;;;;;;;;1.540,00;;;;;75.159,66;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
032;;;;;;;GRATIFICAÇÃO LC 027/2023 - PROCURADORCHEFE;;;;;;;;;;;;1;;;;;;;;;;;;;;10,00;;1.260,65;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
034;;;;;;;INSALUBRIDADE 20%(BASE);;;;;;;;;;;;1;;;;;;;;;;;;;;20,00;;676,91;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
038;;;;;;;GRATIFICAÇÃO LC 027/2023 - PROCURADORCIVEL;;;;;;;;;;;;1;;;;;;;;;;;;;;10,00;;1.200,62;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
039;;;;;;;GRATIFICAÇÃO LC 027/2023 - PROCURADORFISCAL;;;;;;;;;;;;1;;;;;;;;;;;;;;10,00;;1.143,45;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
040;;;;;;;GRAT. DE EXERCÍCIO LEI 2728/25;;;;;;;;;;;;45;;;;;;;;;;;3.600,00;;;;;222.862,08;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
041;;;;;;;GRAT COMPDEC;;;;;;;;;;;;8;;;;;;;;;;;;;240,00;;;13.466,17;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
050;;;;;;;ESTAB FINAN - ASSES. PEDAGOGICO 50%;;;;;;;;;;;;5;;;;;;;;;;;;;250,00;;;22.331,06;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
056;;;;;;;GRAT COMISS LICITA;;;;;;;;;;;;1;;;;;;;;;;;;;;;0,00;2.800,00;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
057;;;;;;;SUBSIDIO CARGO DESIGNADO;;;;;;;;;;;;5;;;;;;;;;;;;;;;0,00;42.918,55;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
071;;;;;;;GRAT JUST ELEITORAL;;;;;;;;;;;;3;;;;;;;;;;;;;150,00;;;8.818,95;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
073;;;;;;;MOTORISTA GUARD LEI 2042/07;;;;;;;;;;;;15;;;;;;;;;;;;;150,00;;;7.391,64;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
076;;;;;;;QUINQUENIO;;;;;;;;;;;;244;;;;;;;;;;;;;658,99;;;160.509,35;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
078;;;;;;;GRATIFICAÇÃO 2/3;;;;;;;;;;;;7;;;;;;;;;;;;;466,68;;;21.231,88;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
085;;;;;;;ACUMULATIVO C/H;;;;;;;;;;;;64;;;;;;;;;;;7.860,00;;;;;247.768,71;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089;;;;;;;GRAT. MAGISTERIO;;;;;;;;;;;;159;;;;;;;;;;;3.180,00;;;;;232.389,72;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
091;;;;;;;ABONO PERMANENCIA;;;;;;;;;;;;40;;;;;;;;;;;;;;;0,00;43.605,66;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
093;;;;;;;GECP - LEI 2652/24;;;;;;;;;;;;42;;;;;;;;;;;;;;;0,00;150.480,00;;;Hora Extra;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
096;;;;;;;H_EXTRA 50% 180H;;;;;;;;;;;;146;;;;;;;;;;;7.711,00;;;;;251.785,48;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
097;;;;;;;ADIC NOTURNO 150H;;;;;;;;;;;;82;;;;;;;;;;;6.664,00;;;;;59.877,42;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
098;;;;;;;ADIC NOTURNO 180H;;;;;;;;;;;;13;;;;;;;;;;;;;728,00;;;3.488,41;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;;;;;;;LOCOM L1982/2006;;;;;;;;;;;;203;;;;;;;;;;;3.485,00;;;;;194.632,55;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;;;;;;;GRATIFICAÇÃO 2/3 RPPS;;;;;;;;;;;;6;;;;;;;;;;;;;400,02;;;20.468,30;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;;;;;;;GRAT JUST ELEI RPPS;;;;;;;;;;;;4;;;;;;;;;;;;;200,00;;;10.112,42;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;;;;;;;GRAT INCENT FUNC 2193/12 S/ PREV;;;;;;;;;;;;1;;;;;;;;;;;;;;12,00;;552,35;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Fiorilli S/C Software Ltda.;;;;;;;;;;; [65/danilo/GOIANA.SRV-006$] {7.1583.255.11.19633/R/19633};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;PREFEITURA MUNICIPAL DE GOIANA;;;;;;;;;;;;;;;Mês/Ano;
;;;;;;;;;;;;;;;;
;;01/2026
;;AV MARECHAL DEODORO DA FONSECA, 01,  CENTRO. GOIANA-PE;;;;;;;;;;;;;;;
;
;;CNPJ: 10.150.043/0001-07;;;Folha Mensal;;;;;;;;;;;;
;
;;Página 3 de 10;;
;;

Resumo Contábil;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;3/31/2026 12:58:50 PM;;;

;;;;;;;;;;;;;;;;;;;;
Vínculo: 30 - EFETIVO;;;;;;;;;;;;;;;;;;;;
192;GRAT INCENT FUNC 2193/12;;;;;;55;;636,00;;;28.691,64;;;;;;
193;GRAT INC AÇÃO JUDICIAL 1707-61;;;;;;2;;;;100,00;;;7.852,68;;;;;;
;;;;;;;;;;;;;;;;;;
195;AD NOTURNO ATRASADO;;;;;;2;;;;;;0,00;1.447,87;;;;;;
;;;;;;;;;;;;;;;;
199;RISCO DE VIDA 40%;;;;;;15;;;;600,00;;;22.101,54;;;;;;
;;;;;;;;;;;;;;;;;;
200;DEV FALTA INDEVIDA;;;;;;1;;;;;;0,00;150,33;;;;;;
;;;;;;;;;;;;;;;;
213;GRATIFICAÇÃO 2/3 INCORPORADA;;;;;;15;;;1.000,05;;;;55.279,82;;;;;;
;;;;;;;;;;;;;;;;;;;
223;GRAT AGENTE TRANSITO;;;;;;22;;;;;;0,00;12.532,09;;;;;;
;;;;;;;;;;;;;;;;
248;ESTAB FINANCEIRA - DS3 (TJ-PE);;;;;;4;;;;100,00;;;8.008,00;;;;;;
;;;;;;;;;;;;;;;;;;
250;ESTAB FINANCEIRA - DS2;;;;;;1;;;;;;0,00;1.569,73;;;;;;
;;;;;;;;;;;;;;;;
256;EST GRAT MEMBRO LICITAÇÃO;;;;;;1;;;;;;0,00;2.800,00;;;;;;
;;;;;;;;;;;;;;;;
257;GRAT SEC ESCOLAR LEI 2570/23;;;;;;16;;;;373,83;;;16.429,96;;;;;;
;;;;;;;;;;;;;;;;;;
258;ESTAB FINANCEIRA - CC3(TJ-PE);;;;;;1;;;;;;0,00;5.208,00;;;;;;
;;;;;;;;;;;;;;;;
271;GAFP - LEI 2506/22;;;;;;2;;;;;80,00;;3.710,18;;;;;;
;;;;;;;;;;;;;;;;;
272;GOFP - LEI 2506/22;;;;;;2;;;;120,00;;;6.745,85;;;;;;
;;;;;;;;;;;;;;;;;;
273;GSFP - LEI 2506/22;;;;;;1;;;;;60,00;;4.316,05;;;;;;
;;;;;;;;;;;;;;;;;
274;GSTFP - LEI 2506/22;;;;;;1;;;;;60,00;;3.197,08;;;;;;
;;;;;;;;;;;;;;;;;
275;GAFP - LEI 2604/2023 - 40%;;;;;;2;;;;;80,00;;4.587,81;;;;;;
;;;;;;;;;;;;;;;;;
276;GAFP - LEI 2604/2023 - 60%;;;;;;2;;;;120,00;;;5.345,11;;;;;;
;;;;;;;;;;;;;;;;;;
277;GOFP - LEI 2506/22;;;;;;2;;;;120,00;;;6.462,77;;;;;;
;;;;;;;;;;;;;;;;;;
